Experiment No.,Time [h],Xv [10ˆ6 Cells/mL],GLC [mM],GLN[mM],NH4 [mM],LAC [mM],Titer [mg/L],pH,T [º C],Feed - GLC [mM],Feed - GLN [mM]
47,96,3.890456969,0,0.532619994,4.232406189,41.82133242,145.3577638,6.9,37.5,5,1
47,120,4.102030005,0.13407619,0.399702651,3.189302963,44.89697418,156.463587,6.9,37.5,5,1
47,144,3.317052057,0.05186326,0.679234075,5.933550206,55.34214879,175.264784,6.9,37.5,5,1
47,168,3.661879531,0,0.958781234,4.354562739,36.31941331,211.1441186,6.9,37.5,5,1
47,192,3.552491932,0.169641226,1.351411138,5.519310102,71.79025214,258.2553828,6.9,37.5,5,1
47,216,4.561349793,0.300291472,1.427107377,4.288764335,64.18461177,331.5569583,6.9,37.5,5,1
47,240,4.347465498,0.93264137,0.983952447,7.078604884,54.69939906,366.3622753,6.9,37.5,5,1
47,264,4.584256328,0.564069238,1.332360608,5.612344087,72.67571306,385.5358471,6.9,37.5,5,1
47,288,4.10041756,0,1.938053976,5.725247324,91.18292453,383.6969962,6.9,37.5,5,1
47,312,3.836230773,0,1.831535598,7.084456313,89.91417319,513.4412836,6.9,37.5,0,0
47,336,2.989138383,0,1.311991451,7.743024506,73.32799812,533.6152601,6.7,37,0,0
49,0,0.4,60,3,0.1,0.1,0,6.9,37.5,0,0
49,24,1.20616225,78.61888269,1.442534188,1.058963812,10.31404627,3.466788239,6.9,37.5,0,0
49,48,2.401869804,50.72777814,0.015626294,2.442927601,17.02437667,29.90497482,6.9,37.5,0,0
49,72,2.602611359,41.17491542,0,1.419563471,19.77084115,45.46346659,6.9,37.5,30,6
49,96,4.754237983,76.09366738,2.757347068,4.280486438,35.16537674,53.05811473,6.9,37.5,30,6
49,120,4.477364471,77.31056006,5.068047575,5.870416679,71.19276021,238.2282388,6.9,37.5,30,6
49,144,5.83968616,97.3187476,7.740663646,4.626209085,86.28185915,278.0234466,6.7,37,30,6
49,168,5.673319182,119.919661,11.61288875,9.727662575,89.74463338,511.8884911,6.7,37,30,6
49,192,3.607871507,158.7041301,13.32082921,10.52616327,110.7677851,571.2961864,6.7,37,30,6
49,216,4.291710281,171.1315802,21.21285169,15.9530722,112.28854,1029.355949,6.7,37,30,6
49,240,3.55069085,193.2436284,17.03526403,19.68292075,112.4034938,686.8260533,6.7,37,30,6
49,264,2.722233815,170.7621057,25.71076412,23.03619216,112.8750275,900.3155081,6.7,37,30,6
49,288,1.960018174,279.6175808,20.86065342,25.23646862,123.5626645,1040.796707,6.7,37,30,6
49,312,1.772525374,268.9339944,26.61395313,28.56668702,117.4708726,1033.710048,6.7,37,0,0
49,336,1.113236267,282.9149725,23.53617271,35.35245541,146.0243148,1121.546609,6.7,37,0,0
50,0,0.4,60,8,0.1,0.1,0,6.9,37.5,0,0
50,24,1.009955181,45.91133562,7.499267633,1.186115818,8.857776444,17.39386699,6.9,37.5,5,6
50,48,2.653936651,35.46203867,7.281588089,2.672205245,26.92407887,13.0648791,6.9,37.5,5,6
50,72,3.231322097,29.31899156,10.19411864,7.15694129,37.42914059,133.009239,6.9,37.5,5,6
50,96,3.881433122,25.9229338,10.41043583,12.10007378,46.06260314,246.7131433,6.9,37.5,5,6
50,120,4.951679489,14.21312664,18.06093408,14.47563401,43.94568053,305.0632442,6.9,37.5,5,6
50,144,5.119227799,14.0443908,14.20733865,18.34499701,80.61184368,526.7718351,6.9,37,5,6
50,168,2.74746118,8.719590706,17.17736407,20.93323061,112.5099112,641.6663857,6.9,37,5,6
50,192,2.862328988,7.139087475,13.1779056,27.98319399,101.6704911,619.1958658,6.9,37,0,0
50,216,2.699671011,1.175094419,17.70146029,31.4112689,95.21897281,643.7958987,6.9,37,0,0
50,240,2.096597248,0,12.6292443,31.8634924,124.575815,797.5907366,6.9,37,0,0
50,264,1.679275385,0.475454634,11.39177412,33.49582059,101.9224583,653.1085349,6.9,37,0,0
50,288,1.234440452,0.921483504,13.56490286,27.36930747,123.6683552,695.2698687,6.9,37,0,0
50,312,0.75299372,0.960013945,6.604918231,40.3164721,102.8170419,847.3817643,6.9,37,0,0
50,336,0.743243943,0.283161507,8.078559408,29.52327625,109.7552307,611.5826321,7,37,0,0
51,0,0.4,60,3,0.1,0.1,0,7.1,37.5,0,0
51,24,1.938905284,50.5492756,1.906995125,1.266493963,12.85243448,0,7.1,37.5,30,6
51,48,4.437856416,67.62602443,3.825493287,4.838026478,35.9223203,49.05690856,7.1,37.5,30,6
51,72,5.053024034,67.49666675,5.669990802,7.000526465,52.69803141,122.8581094,7.1,37.5,30,6
51,96,6.576665209,70.42192397,9.91003403,10.30426618,87.75788698,272.0386862,7.1,37.5,30,6
51,120,7.593536535,84.72740637,9.620265216,12.31390235,104.77006,394.4582908,7.1,37.5,30,6
51,144,5.391971326,105.7038841,15.77130781,16.94560765,158.8210563,616.085462,7.1,37.5,30,6
51,168,6.133936263,113.9455502,16.63656025,13.84603898,102.7840953,728.7442529,7.1,37.5,30,6
51,192,3.756263848,144.4473395,17.66935277,22.37127224,156.5719296,788.6669869,7.1,37.5,30,6
51,216,3.379867483,143.0621401,20.62806053,20.0494138,123.3846905,822.4559644,7.1,37.5,30,6
51,240,1.470092766,178.2824271,21.49404315,24.55193408,186.483872,986.8055433,7.1,37.5,30,6
51,264,1.627997219,197.1579774,26.52482133,37.48355548,135.3132612,1216.018029,7.1,37.5,30,6
51,288,1.227024988,280.2862997,25.63095715,29.59021849,176.3929057,1129.481942,7.1,37.5,30,6
51,312,0.760469685,302.692745,24.6181469,35.91187734,142.3164841,1252.895027,7.1,37.5,0,0
51,336,0.603599577,249.7302847,19.93185942,23.5052574,191.2193823,1139.26988,6.7,37,0,0
52,0,0.2,60,3,0.1,0.1,0,7.1,36,0,0
52,24,0.394909229,73.08432552,2.67391419,0.859178411,3.399509822,9.25481773,7.1,36,5,6
52,48,0.672865651,66.87596313,6.404484062,2.862932076,6.741497922,13.50260185,7.1,36,5,6
52,72,1.736396922,65.74879629,11.21914943,3.960370184,12.82533727,37.60991737,7.1,36,5,6
52,96,2.426944938,63.89701914,11.06640767,6.086011689,23.87688363,98.65749316,7.1,36,5,6
52,120,2.710992296,91.71877923,16.1744519,10.9767754,29.89382165,142.5837904,7.1,36,5,6
52,144,2.451971013,47.68613181,20.84208745,14.22424808,46.77665863,122.7404455,6.7,35,5,6
52,168,1.993891014,79.93972514,24.11235557,14.04326301,37.30680377,317.4241949,6.7,35,5,6
52,192,2.565649566,65.62432517,19.34910506,23.02244935,52.04055295,303.4075599,6.7,35,0,0
52,216,1.889362895,71.24246341,18.73176862,20.74753148,47.99656152,403.8670903,6.7,35,0,0
52,240,1.938366683,72.1311525,12.51991652,24.02380467,59.03252066,471.4167785,6.7,35,0,0
52,264,2.235169975,46.83255722,13.01219612,33.90278374,62.17370093,398.6577267,6.7,35,0,0
52,288,2.003927737,63.68674394,7.502793976,28.16384114,43.00093163,705.2506208,6.7,35,0,0
52,312,1.51790634,52.2981587,6.203745685,30.19880256,67.30707719,638.4499371,6.7,35,0,0
52,336,1.516662949,43.30772088,5.918975262,43.0317152,64.78996298,730.5265449,6.7,35,0,0
54,0,0.2,20,8,0.1,0.1,0,6.9,37.5,0,0
54,24,0.743321755,17.5293664,6.694384393,0.973571994,4.166221108,6.578107542,6.9,37.5,0,0
54,48,1.315627872,10.87085597,5.068750571,2.521463767,11.5178306,34.91257633,6.9,37.5,0,0
54,72,2.27815319,0.809567321,2.351075385,3.746050434,20.33354403,49.67506886,6.9,37.5,5,6
54,96,3.041023485,0.062399245,7.554445116,2.882180588,23.31526978,40.9559017,6.9,37.5,5,6
54,120,2.604340143,0,11.92410863,8.721958692,37.46639079,142.4783428,6.9,37.5,5,6
54,144,2.918908874,0,10.06387156,9.605536401,32.67783714,166.6103506,7,35,5,6
54,168,2.883046339,0,15.83560284,13.2073533,47.86310271,254.2560094,7,35,5,6
54,192,3.156482215,0.367148706,20.99401,14.09448154,37.28744582,340.9539184,7,35,5,6
54,216,2.574400893,0,18.43199187,22.85597778,64.96710073,413.0085326,7,35,5,6
54,240,2.600116955,0.946428668,23.09016061,20.65247505,55.5849678,356.3970552,7,35,5,6
54,264,2.381408667,1.93368602,26.32497596,31.87723141,82.42710193,478.1938668,7,35,5,6
54,288,2.361470255,2.067884098,24.21935947,35.17587101,84.61253034,537.0531158,7,35,5,6
54,312,1.415538267,4.236900291,24.36213681,41.06648031,64.98771916,505.2874071,7,35,0,0
54,336,1.440721057,1.955937396,23.05673222,45.37474925,80.21170996,801.0993743,7,35,0,0
55,0,0.2,20,8,0.1,0.1,0,7.1,36,0,0
55,24,0.441402048,19.00322906,5.029414668,1.158654897,1.83867549,13.80168659,7.1,36,0,0
55,48,0.719912373,18.63226365,6.352136776,2.848811965,8.992675862,2.135768245,7.1,36,0,0
55,72,1.34607777,12.59543831,3.240492819,2.822573326,12.00266781,29.7003303,7.1,36,30,6
55,96,2.021177,29.48465303,5.636084862,6.185547755,22.38613847,77.09067149,7.1,36,30,6
55,120,3.206205347,46.19210956,10.78671463,6.712879503,29.03429612,100.9778469,7.1,36,30,6
55,144,3.038496274,92.88261342,13.53000081,11.36144929,45.27138886,223.4395005,7.1,35,30,6
55,168,3.035947109,79.13292349,14.48303578,11.22847336,42.07646768,260.8790871,7.1,35,30,6
55,192,3.161931101,110.1239185,16.76858246,19.4041728,66.36173464,283.6373558,7.1,35,30,6
55,216,2.363997434,148.3132884,18.41774552,24.12291424,73.32443142,456.2006811,7.1,35,30,6
55,240,1.572287764,157.1646393,18.71741592,24.08826251,73.71783454,502.0814147,7.1,35,30,6
55,264,1.677122452,186.5653663,18.65126512,21.06177663,87.86278589,742.3691117,7.1,35,30,6
55,288,2.015288662,278.5752942,22.98310863,30.48589101,72.31571079,693.9173013,7.1,35,30,6
55,312,1.582868494,208.0073694,19.0613725,44.89709691,81.25435904,723.1301393,7.1,35,0,0
55,336,1.121437619,244.101556,12.7846381,43.33669508,104.4348552,828.4721527,7,35,0,0
56,0,0.4,20,8,0.1,0.1,0,6.9,37.5,0,0
56,24,1.380139168,12.27771959,7.308787377,2.70480216,6.738732223,20.66831495,6.9,37.5,5,6
56,48,2.245198131,5.368297219,9.661087587,4.396123869,18.85094103,47.60023288,6.9,37.5,5,6
56,72,3.328921994,0.678940271,11.38304941,6.367619134,36.58379311,94.80435731,6.9,37.5,5,6
56,96,4.346654269,0.641882957,14.77223853,12.40036166,42.140622,133.3607405,6.9,37.5,5,6
56,120,2.721350075,0,14.86047167,12.68337286,41.5658756,103.5502545,6.9,37.5,5,6
56,144,3.834951823,0,23.46764399,16.54853497,54.54897055,262.6651871,6.7,37.5,5,6
56,168,3.105004449,0.954559433,17.52407204,22.73008184,46.24636642,294.3309639,6.7,37.5,5,6
56,192,3.618487681,1.650044647,24.68086826,25.60944417,54.87117463,405.9016185,6.7,37.5,5,6
56,216,3.085646082,2.104125045,22.53625914,28.24578766,62.57487107,542.9996311,6.7,37.5,5,6
56,240,1.790907664,3.741515551,24.39424326,41.41068529,75.26525843,342.5320443,6.7,37.5,5,6
56,264,2.297920271,7.044188082,28.54390631,36.26357377,70.76702476,741.7506624,6.7,37.5,5,6
56,288,1.45160037,7.716180889,23.51085428,31.15040583,75.44731669,720.7657951,6.7,37.5,5,6
56,312,1.192643157,11.67602998,29.74795996,45.31106686,76.88327111,649.6957038,6.7,37.5,0,0
56,336,0.976121594,8.781528147,21.53396659,57.35345483,98.50814422,629.7383047,6.7,37,0,0
57,0,0.2,20,3,0.1,0.1,0,6.9,37.5,0,0
57,24,0.653326425,18.93711677,2.199479056,0.447736949,3.427069766,0,6.9,37.5,0,0
57,48,1.800721085,16.41916486,0.718551355,1.842146546,15.13770674,32.24262291,6.9,37.5,0,0
57,72,2.112829197,5.505905082,0,1.489186067,16.69148843,27.03471287,6.9,37.5,30,1
57,96,2.828055366,26.06923973,0,1.585037764,32.34184281,52.81150852,6.9,37.5,30,1
57,120,3.546012789,50.67337819,0.03503597,3.721393957,30.77523292,84.02155841,6.9,37.5,30,1
57,144,3.772142188,62.63085984,0,2.977387856,70.92907904,147.7481614,6.7,37.5,30,1
57,168,4.017048497,99.73452478,0.773187331,2.564164003,68.41477636,233.9658126,6.7,37.5,30,1
57,192,2.939950862,104.1934472,0.992401853,3.871839904,69.22080357,461.1869141,6.7,37.5,0,0
57,216,3.99618218,76.46996138,1.317119184,3.294547815,80.13166665,468.804496,6.7,37.5,0,0
57,240,2.811976806,88.8824051,0.757648287,3.672175882,88.39670356,501.247106,6.7,37.5,0,0
57,264,3.890522248,113.0925178,0.603883932,3.392957496,114.2834535,486.3422185,6.7,37.5,0,0
57,288,3.22464975,102.7424821,0.368419862,3.752447725,103.2399666,586.6888994,6.7,37.5,0,0
57,312,2.759236984,62.14541307,0.245028154,2.655173285,129.0158677,614.5411237,6.7,37.5,0,0
57,336,2.295263461,78.60634356,0.160044707,4.242882916,102.7932645,768.0334007,6.7,37,0,0
58,0,0.4,20,3,0.1,0.1,0,7.1,36,0,0
58,24,0.857872879,20.14537461,1.610684517,1.507897167,7.148581263,26.98455811,7.1,36,5,6
58,48,1.860193344,20.52116543,5.471713216,2.34885611,12.58359328,32.1595257,7.1,36,5,6
58,72,2.245346684,20.40165937,9.967847813,4.902739937,26.03389749,69.10681912,7.1,36,5,6
58,96,3.529000576,11.82634894,10.56297858,8.159341678,42.75007915,101.6562355,7.1,36,5,6
58,120,2.812873372,6.159102891,12.444894,9.897363141,42.13219508,210.2661852,7.1,36,5,6
58,144,3.721400134,2.985155209,16.61010751,15.37790636,43.01849408,274.5532137,7.1,37,5,6
58,168,2.279146995,0,16.18152282,17.26235243,67.45777611,352.4227041,7.1,37,5,6
58,192,2.820643415,0,19.63118706,22.78507581,73.81918956,378.1050054,7.1,37,0,0
58,216,2.296616412,0.445209183,17.90501238,31.31623188,66.14340254,453.4691125,7.1,37,0,0
58,240,1.549220365,0.562243662,13.18672847,22.84797672,61.28622518,409.7706255,7.1,37,0,0
58,264,1.230083568,0.780311945,11.66975596,29.7252233,61.80014698,405.8929175,7.1,37,0,0
58,288,0.813913452,0,10.5212392,30.0614223,74.85072836,384.6867703,7.1,37,0,0
58,312,0.810196234,0.557605552,8.882564554,32.79461244,77.66255892,464.9114198,7.1,37,0,0
58,336,0.467005383,0.477129184,4.223015947,36.75446895,70.51291945,453.1333056,7,37,0,0
59,0,0.4,20,3,0.1,0.1,0,6.9,36,0,0
59,24,1.298819404,17.72510924,2.237909028,0.850177566,6.603016688,23.22986099,6.9,36,0,0
59,48,1.644707173,9.572281893,1.251249351,0.996963761,16.84679657,30.76714302,6.9,36,0,0
59,72,3.033037574,1.623465605,0.150410177,1.863068859,27.62937182,78.41562426,6.9,36,5,1
59,96,3.037462461,0.885571264,0.111316915,2.389965822,42.04223761,113.9725622,6.9,36,5,1
59,120,3.219336705,0.340482477,0.64898952,3.046280192,30.16044536,195.7842815,6.9,36,5,1
59,144,3.383378801,0.807549661,0.629022918,2.782685762,33.91817729,267.5513395,6.7,35,5,1
59,168,3.697136797,1.288937844,1.376958579,3.402311475,45.65985963,281.5809451,6.7,35,5,1
59,192,3.68565075,0.902385371,1.716999722,4.875937003,56.01396629,293.618597,6.7,35,5,1
59,216,2.797110843,1.321120871,2.261538149,5.097524192,70.3461186,450.0997687,6.7,35,5,1
59,240,2.87240987,1.525332245,2.847852688,3.357366808,74.51879612,654.1137803,6.7,35,5,1
59,264,3.808539757,2.006383494,2.612184983,4.544162905,84.02128799,736.4263598,6.7,35,5,1
59,288,3.014655445,0.476200249,3.045329955,5.880231086,96.184307,905.574731,6.7,35,5,1
59,312,2.227165195,2.409605503,3.845606631,4.597553731,83.86592508,988.066498,6.7,35,0,0
59,336,2.611326819,0.067624943,2.816251932,5.499432948,70.79817222,949.207239,6.7,35,0,0
60,0,0.2,60,3,0.1,0.1,0,6.9,36,0,0
60,24,0.363091958,48.06134932,2.627766674,0.820529716,3.506897434,0,6.9,36,30,1
60,48,0.669930553,59.38839333,2.594089996,1.843662879,3.50964192,3.239160612,6.9,36,30,1
60,72,1.588501034,72.38582449,2.428119138,1.725367957,8.926637795,16.46350894,6.9,36,30,1
60,96,1.582126201,96.71133514,2.211242614,3.617900467,20.14977504,67.46878526,6.9,36,30,1
60,120,2.431160412,153.1004386,1.530886295,3.054134881,30.59382214,118.4252644,6.9,36,30,1
60,144,2.771935398,214.8698236,1.802881338,6.497838117,42.41536622,191.0674003,6.7,37,30,1
60,168,2.650204235,170.6570456,2.373550263,6.713672804,51.54934896,254.5872548,6.7,37,30,1
60,192,2.742903165,237.6856053,2.360451339,3.295095517,49.40425312,334.2971155,6.7,37,0,0
60,216,2.75118654,257.1769637,1.531747794,5.660057607,68.38833527,372.0995539,6.7,37,0,0
60,240,2.615614309,239.309909,1.74913015,5.922240132,74.22999222,396.0460363,6.7,37,0,0
60,264,2.108925702,247.337286,1.445325862,6.194610936,66.10161243,474.8144904,6.7,37,0,0
60,288,2.31203038,177.2585545,1.06926609,7.139156431,67.68909256,681.1680902,6.7,37,0,0
60,312,2.212589347,220.5165266,0.838207843,5.885216373,77.23713026,676.4443495,6.7,37,0,0
60,336,1.865981481,180.9576739,0.407265616,6.117834811,89.17658217,835.5951636,6.7,37,0,0
61,0,0.2,20,3,0.1,0.1,0,7.1,37.5,0,0
61,24,1.084166121,6.069166296,2.074253089,1.417608357,5.830827581,6.710015155,7.1,37.5,5,1
61,48,2.809100858,0.426287988,1.31587721,3.243240815,21.76628524,13.18525421,7.1,37.5,5,1
61,72,3.804711646,0,1.020674621,4.250950407,23.1365088,19.3347435,7.1,37.5,5,1
61,96,3.238833697,0,1.047630254,2.488441877,35.23558088,47.8689156,7.1,37.5,5,1
61,120,4.390978535,0.953229793,0.882493703,3.583527336,43.37334896,69.4966816,7.1,37.5,5,1
61,144,3.700400718,0.153921393,1.456639426,4.881404574,56.23190927,90.76423034,7,37.5,5,1
61,168,3.624576094,0.745278729,1.168596957,3.966527343,48.08130688,103.3759818,7,37.5,5,1
61,192,4.474013573,0,1.08545338,5.037098265,57.87164924,153.5113755,7,37.5,5,1
61,216,4.716538452,0.220012383,1.412794733,4.738946008,60.65193694,151.8461393,7,37.5,5,1
61,240,4.419413283,0.321334942,1.448275447,6.710326719,50.37881683,200.9473118,7,37.5,5,1
61,264,4.002824441,0.405500875,1.255418992,4.897029821,89.86546568,270.7015258,7,37.5,5,1
61,288,3.649884509,0,1.179947201,7.040778236,77.26062143,283.3969067,7,37.5,5,1
61,312,3.470236876,0.127924212,1.267777673,8.483572875,76.05500389,316.789241,7,37.5,0,0
61,336,3.629993627,0,1.025975131,7.733862207,91.64308202,340.8763998,7,37,0,0
62,0,0.4,20,3,0.1,0.1,0,6.9,36,0,0
62,24,0.584317209,22.13123727,1.820197475,0.46167185,2.976138697,28.86628991,6.9,36,0,0
62,48,1.071198253,18.45825322,1.017894153,2.004800347,6.215539768,36.25871742,6.9,36,0,0
62,72,1.825750597,9.035429669,0.326648829,2.087179611,15.661011,24.3023492,6.9,36,30,1
62,96,1.983455259,28.53001971,0.302446377,2.087865441,20.03767401,92.33491793,6.9,36,30,1
62,120,3.065911328,51.11329204,0.425880767,2.033557307,30.21001974,150.1780891,6.9,36,30,1
62,144,3.915363759,79.22157134,0.395194254,2.350146035,34.24831742,151.5782333,6.9,36,30,1
62,168,3.943878401,83.47945388,0.474135192,2.155822209,68.72843589,328.4531619,6.9,36,30,1
62,192,4.828136059,121.0294495,0.441930581,3.692610594,63.2462029,220.4255698,6.9,36,30,1
62,216,4.187344396,101.9375171,0.442686032,4.41723477,94.20444571,608.5630818,6.9,36,30,1
62,240,5.499833613,194.8517622,0.592716062,5.010576302,67.32420862,679.7310624,6.9,36,30,1
62,264,3.386975242,161.2973596,0.677920861,5.143195006,85.22859776,825.4238626,6.9,36,30,1
62,288,5.001747872,204.878347,0.647889687,6.846758904,109.262752,864.6933844,6.9,36,30,1
62,312,4.757257254,177.3746997,0.765148274,4.770550054,139.9166544,1053.817519,6.9,36,0,0
62,336,4.518345496,209.7131272,0.639883008,5.795218474,153.0725055,868.9988101,6.7,35,0,0
63,0,0.4,60,3,0.1,0.1,0,7.1,36,0,0
63,24,0.862276475,49.51377309,1.731909999,1.061452093,7.736254431,2.22612287,7.1,36,0,0
63,48,2.055666275,38.88007308,0.329237587,0.971291602,18.20319583,5.895106882,7.1,36,0,0
63,72,2.334006611,42.52991971,0,0.860923683,30.35086671,41.86571906,7.1,36,30,1
63,96,2.649045833,55.43962381,0,1.693509185,49.23565933,66.40545015,7.1,36,30,1
63,120,3.963047634,74.07117475,0,2.5061883,54.67380772,138.937294,7.1,36,30,1
63,144,3.924353682,74.00387826,0.1640259,4.294805644,75.72038421,152.1360448,7.1,36,30,1
63,168,4.136331907,101.379038,0.04559521,4.116755534,93.59127149,285.3196871,7.1,36,30,1
63,192,6.033996579,140.4779959,0.213638235,3.405113395,87.74911134,263.7337738,7.1,36,0,0
63,216,4.662178473,116.383526,0,2.620819087,91.50099093,384.1825355,7.1,36,0,0
63,240,4.731037026,112.8827784,0.007988992,5.178866843,115.0588453,365.2127468,7.1,36,0,0
63,264,3.818240186,91.35428037,0,4.100482587,126.5986058,286.985476,7.1,36,0,0
63,288,4.127760446,75.09725519,0.170361077,2.850099057,101.2685204,360.3140757,7.1,36,0,0
63,312,3.149910099,83.72658531,0,2.839834722,143.8287496,391.329651,7.1,36,0,0
63,336,2.830276057,85.08660414,0.017784402,3.120321353,130.986793,339.1741904,7,35,0,0
64,0,0.2,60,8,0.1,0.1,0,7.1,37.5,0,0
64,24,1.016125014,54.36718326,6.383754536,1.3332659,7.15577752,0,7.1,37.5,30,1
64,48,1.383259507,69.35187171,4.421491731,2.801550457,17.41581143,4.958649629,7.1,37.5,30,1
64,72,3.913616361,95.32435231,2.842545143,5.703915252,45.52462351,73.93738291,7.1,37.5,30,1
64,96,4.87268797,121.3851346,1.059148599,6.278621626,51.05785793,172.9413048,7.1,37.5,30,1
64,120,5.170868265,122.6323851,0.26126573,6.073509026,86.30016514,227.6328789,7.1,37.5,30,1
64,144,5.732070616,112.9417312,0,6.994668862,68.38982437,416.6016246,7.1,37,30,1
64,168,5.349515929,124.7650914,0.160487427,7.003653057,113.5633158,472.3339662,7.1,37,30,1
64,192,5.315447318,136.7373515,0,12.4446128,155.2998141,510.4413258,7.1,37,0,0
64,216,4.169560203,133.0133863,0.165247191,7.639735633,136.0909135,615.0470904,7.1,37,0,0
64,240,3.444592026,144.5911077,0.091794459,6.780944006,159.9982848,623.9160363,7.1,37,0,0
64,264,2.399145958,139.1148143,0,10.60590935,128.0931452,588.7829024,7.1,37,0,0
64,288,2.088990971,159.9564504,0.098151199,7.575452334,172.7408661,635.3149161,7.1,37,0,0
64,312,1.407142774,125.5867173,0.05715594,10.94734362,157.1872275,574.7991668,7.1,37,0,0
64,336,1.231882223,104.5304501,0.067789271,8.29849307,153.7933692,622.4736496,6.7,37,0,0
65,0,0.2,60,8,0.1,0.1,0,7.1,37.5,0,0
65,24,0.555914431,75.96222608,6.57718149,2.160723364,6.660128651,0,7.1,37.5,5,1
65,48,1.986257465,50.02520996,2.899562795,3.000436397,18.38981395,22.51131092,7.1,37.5,5,1
65,72,3.298863645,25.59947088,2.934482607,4.979721783,37.08736337,65.44554155,7.1,37.5,5,1
65,96,5.101133422,27.63745445,1.19887199,6.907187211,61.83652692,173.8873002,7.1,37.5,5,1
65,120,7.199728773,9.914714371,0.327389592,9.351857267,96.60625021,271.0533933,7.1,37.5,5,1
65,144,4.844698471,0,0.025384932,7.510988211,79.07497743,345.7342539,7,37.5,5,1
65,168,4.024971344,0,0.467598204,6.590317702,89.23244565,396.4658805,7,37.5,5,1
65,192,5.144802168,0.258300577,0.533895556,8.017832785,131.8910731,442.9398113,7,37.5,0,0
65,216,3.95587519,0.295115375,0.651968713,7.942026186,98.47374659,489.9465461,7,37.5,0,0
65,240,2.474620181,0.102506116,0.382132713,9.352787069,108.1475967,357.4424005,7,37.5,0,0
65,264,1.888883936,0.120546029,0.213452431,7.508502917,84.089908,463.7280972,7,37.5,0,0
65,288,1.754510777,0,0.426298474,7.007356573,99.15172792,509.0369863,7,37.5,0,0
65,312,1.479305328,0.050687163,0.521721041,9.87066447,121.1375478,495.114388,7,37.5,0,0
65,336,1.401759111,0,0.135449397,9.251821253,91.98333821,609.8889965,7,37,0,0
66,0,0.2,20,8,0.1,0.1,0,6.9,36,0,0
66,24,0.404222019,18.38065397,7.662400895,0.719222966,2.148348755,0,6.9,36,0,0
66,48,0.718236998,18.04497575,4.657799807,2.610889782,4.094104639,11.53290004,6.9,36,0,0
66,72,1.012142897,12.95652771,4.304547068,4.421577038,5.44271824,34.69194134,6.9,36,5,6
66,96,0.980326007,14.32097513,9.249042447,5.35371044,12.88926318,49.01192547,6.9,36,5,6
66,120,1.787652081,16.90909346,13.37083796,9.376415583,22.02309709,81.3923393,6.9,36,5,6
66,144,1.854690549,18.00662476,16.03857214,7.965800974,27.13427221,100.7391423,6.9,36,5,6
66,168,1.515616606,11.33149538,16.25898138,13.88776423,36.01500212,155.0234619,6.9,36,5,6
66,192,1.330144813,17.94516363,15.20908564,20.98266485,31.69313032,210.1961424,6.9,36,0,0
66,216,1.90512498,13.68667283,12.46011012,23.85477902,20.27204278,307.5951547,6.9,36,0,0
66,240,1.570995536,8.309712387,12.28589983,20.91681963,48.49857028,261.8297684,6.9,36,0,0
66,264,1.718542883,4.856169166,8.15700409,35.42788047,43.28835763,293.7179679,6.9,36,0,0
66,288,1.807850553,4.120970421,9.545994299,29.63623359,46.97943354,428.0926685,6.9,36,0,0
66,312,1.263238759,0.261256492,7.694063,31.27179498,51.62063429,493.6989827,6.9,36,0,0
66,336,1.170836224,0,6.642958033,33.6356628,63.31761453,434.0770343,7,37,0,0
67,0,0.2,60,3,0.1,0.1,0,6.9,37.5,0,0
67,24,0.539220997,68.85286414,2.761808379,0.818248695,3.692915709,11.72516507,6.9,37.5,30,6
67,48,0.928185665,65.13901714,6.113322172,3.473583046,9.203453059,10.95681374,6.9,37.5,30,6
67,72,2.112496415,106.1307012,9.594432455,4.989119418,24.43728727,61.2287009,6.9,37.5,30,6
67,96,2.06078185,136.6391733,7.736805524,8.892434091,35.34204593,119.7699306,6.9,37.5,30,6
67,120,3.383761216,132.6336977,13.15581663,11.40323917,62.12302367,203.0381826,6.9,37.5,30,6
67,144,4.345615282,199.3981093,14.17927096,14.513596,42.22144871,246.5191011,6.9,35,30,6
67,168,2.711712323,182.4948704,22.21130804,16.62208111,61.50214143,446.0786769,6.9,35,30,6
67,192,3.058584597,242.4489685,21.26488592,17.82825707,72.09661214,550.9287874,6.9,35,30,6
67,216,2.616568203,306.7414404,22.54275013,32.23816008,68.59480814,607.3656775,6.9,35,30,6
67,240,2.280526625,281.7220168,25.56350749,27.97062066,110.8170787,673.0481855,6.9,35,30,6
67,264,2.056761167,311.2086133,24.14313654,34.35040508,88.01222733,738.9011607,6.9,35,30,6
67,288,1.910978821,296.2270563,25.77738592,47.0430115,105.1726813,583.2723502,6.9,35,30,6
67,312,1.179559215,293.8676222,28.68646047,36.72060034,118.2294758,848.3608991,6.9,35,0,0
67,336,1.122393747,302.0585376,17.85613609,43.62647533,84.19795695,773.1542098,6.7,35,0,0
69,0,0.4,20,8,0.1,0.1,0,7.1,37.5,0,0
69,24,1.171735826,8.69480543,6.983478812,1.454382795,5.02097364,19.60412374,7.1,37.5,5,6
69,48,2.48141561,6.151925475,9.155563019,5.023640781,18.59889516,2.082066027,7.1,37.5,5,6
69,72,3.262004863,0,15.86265435,8.980236916,31.6826106,55.62472601,7.1,37.5,5,6
